industry_id,zip_code,value
Administrative & support. & waste management,60614,"2,536"
Administrative & support. & waste management,60615,208
Administrative & support. & waste management,60616,"2,707"
Administrative & support. & waste management,60617,588
Administrative & support. & waste management,60618,947
Administrative & support. & waste management,60619,349
Administrative & support. & waste management,60620,84
Administrative & support. & waste management,60621,24
Administrative & support. & waste management,60622,"1,063"
Administrative & support. & waste management,60623,697
Administrative & support. & waste management,60624,42
Administrative & support. & waste management,60625,66
Administrative & support. & waste management,60626,105
Administrative & support. & waste management,60627,0
Administrative & support. & waste management,60628,52
Administrative & support. & waste management,60629,203
Administrative & support. & waste management,60630,587
Administrative & support. & waste management,60631,"2,423"
Administrative & support. & waste management,60632,"5,663"
Administrative & support. & waste management,60633,207
Administrative & support. & waste management,60634,569
Administrative & support. & waste management,60635,37
Administrative & support. & waste management,60636,44
Administrative & support. & waste management,60637,35
Administrative & support. & waste management,60638,"3,071"
Administrative & support. & waste management,60639,993
Administrative & support. & waste management,60640,432
Administrative & support. & waste management,60641,989
Administrative & support. & waste management,60643,547
Administrative & support. & waste management,60644,27
Administrative & support. & waste management,60645,"1,058"
Administrative & support. & waste management,60646,235
Administrative & support. & waste management,60647,"3,870"
Administrative & support. & waste management,60649,232
Administrative & support. & waste management,60651,221
Administrative & support. & waste management,60652,59
Administrative & support. & waste management,60653,50
Administrative & support. & waste management,60655,286
Administrative & support. & waste management,60656,796
Administrative & support. & waste management,60657,649
Administrative & support. & waste management,60659,204
Administrative & support. & waste management,60660,75
Administrative & support. & waste management,60661,"6,499"
Administrative & support. & waste management,60666,664
Educational services ,60601,"1,248"
Educational services ,60602,0
Educational services ,60603,"1,217"
Educational services ,60604,0
Educational services ,60606,789
Educational services ,60607,"1,277"
Educational services ,60608,"1,014"
Educational services ,60609,318
Educational services ,60610,"3,838"
Educational services ,60611,0
Educational services ,60612,429
Educational services ,60613,525
Educational services ,60614,"1,283"
Educational services ,60615,533
Educational services ,60616,"2,268"
Educational services ,60617,252
Educational services ,60618,831
Educational services ,60619,199
Educational services ,60620,187
Educational services ,60621,0
Educational services ,60622,"1,827"
Educational services ,60623,526
Educational services ,60624,928
Educational services ,60625,"1,231"
Educational services ,60626,0
Educational services ,60627,0
Educational services ,60628,85
Educational services ,60629,0
Educational services ,60630,282
Educational services ,60631,563
Educational services ,60632,614
Educational services ,60633,0
Educational services ,60634,510
Educational services ,60635,80
Educational services ,60636,261
Educational services ,60637,0
Educational services ,60638,197
Educational services ,60639,65
Educational services ,60640,787
Educational services ,60641,205
Educational services ,60643,579
Educational services ,60644,72
Educational services ,60645,167
Educational services ,60646,247
Educational services ,60647,423
Educational services ,60649,61
Educational services ,60651,92
Educational services ,60652,0
Educational services ,60653,0
Educational services ,60655,"1,240"
Educational services ,60656,498
Educational services ,60657,649
Educational services ,60659,116
Educational services ,60660,0
Educational services ,60661,0
Educational services ,60666,0
Health care & social assistance ,60601,"2,035"
Health care & social assistance ,60602,"2,617"
Health care & social assistance ,60603,"1,890"
Health care & social assistance ,60604,"7,438"
Health care & social assistance ,60606,0
Health care & social assistance ,60607,"2,415"
Health care & social assistance ,60608,"6,829"
Health care & social assistance ,60609,819
Health care & social assistance ,60610,"4,222"
Health care & social assistance ,60611,"21,806"
Health care & social assistance ,60612,0
Health care & social assistance ,60613,"3,011"
Health care & social assistance ,60614,"3,228"
Health care & social assistance ,60615,770
Health care & social assistance ,60616,"4,379"
Health care & social assistance ,60617,"4,899"
Health care & social assistance ,60618,"3,032"
Health care & social assistance ,60619,894
Health care & social assistance ,60620,584
Health care & social assistance ,60621,"1,435"
Health care & social assistance ,60622,"4,995"
Health care & social assistance ,60623,"2,319"
Health care & social assistance ,60624,"1,434"
Health care & social assistance ,60625,"4,420"
Health care & social assistance ,60626,"3,593"
Health care & social assistance ,60627,0
Health care & social assistance ,60628,"1,249"
Health care & social assistance ,60629,"1,924"
Health care & social assistance ,60630,"1,294"
Health care & social assistance ,60631,"6,342"
Health care & social assistance ,60632,571
Health care & social assistance ,60633,14
Health care & social assistance ,60634,"2,271"
Health care & social assistance ,60635,0
Health care & social assistance ,60636,0
Health care & social assistance ,60637,0
Health care & social assistance ,60638,472
Health care & social assistance ,60639,689
Health care & social assistance ,60640,"8,408"
Health care & social assistance ,60641,"1,464"
Health care & social assistance ,60643,"1,838"
Health care & social assistance ,60644,0
Health care & social assistance ,60645,"3,667"
Health care & social assistance ,60646,"2,682"
Health care & social assistance ,60647,"2,102"
Health care & social assistance ,60649,"2,196"
Health care & social assistance ,60651,661
Health care & social assistance ,60652,429
Health care & social assistance ,60653,"1,022"
Health care & social assistance ,60655,381
Health care & social assistance ,60656,341
Health care & social assistance ,60657,"2,343"
Health care & social assistance ,60659,"3,764"
Health care & social assistance ,60660,"1,877"
Health care & social assistance ,60661,0
Health care & social assistance ,60666,0
"Arts, entertainment & recreation ",60601,816
"Arts, entertainment & recreation ",60602,74
"Arts, entertainment & recreation ",60603,0
"Arts, entertainment & recreation ",60604,0
"Arts, entertainment & recreation ",60606,"1,100"
"Arts, entertainment & recreation ",60607,324
"Arts, entertainment & recreation ",60608,161
"Arts, entertainment & recreation ",60609,68
"Arts, entertainment & recreation ",60610,"3,331"
"Arts, entertainment & recreation ",60611,"2,689"
"Arts, entertainment & recreation ",60612,"1,036"
"Arts, entertainment & recreation ",60613,"1,400"
"Arts, entertainment & recreation ",60614,"2,225"
"Arts, entertainment & recreation ",60615,28
"Arts, entertainment & recreation ",60616,443
"Arts, entertainment & recreation ",60617,0
"Arts, entertainment & recreation ",60618,"1,370"
"Arts, entertainment & recreation ",60619,0
"Arts, entertainment & recreation ",60620,80
"Arts, entertainment & recreation ",60621,0
"Arts, entertainment & recreation ",60622,387
"Arts, entertainment & recreation ",60623,15
"Arts, entertainment & recreation ",60624,0
"Arts, entertainment & recreation ",60625,194
"Arts, entertainment & recreation ",60626,0
"Arts, entertainment & recreation ",60627,0
"Arts, entertainment & recreation ",60628,0
"Arts, entertainment & recreation ",60629,21
"Arts, entertainment & recreation ",60630,43
"Arts, entertainment & recreation ",60631,0
"Arts, entertainment & recreation ",60632,6
"Arts, entertainment & recreation ",60633,0
"Arts, entertainment & recreation ",60634,73
"Arts, entertainment & recreation ",60635,3
"Arts, entertainment & recreation ",60636,0
"Arts, entertainment & recreation ",60637,0
"Arts, entertainment & recreation ",60638,0
"Arts, entertainment & recreation ",60639,0
"Arts, entertainment & recreation ",60640,360
"Arts, entertainment & recreation ",60641,63
"Arts, entertainment & recreation ",60643,64
"Arts, entertainment & recreation ",60644,3
"Arts, entertainment & recreation ",60645,0
"Arts, entertainment & recreation ",60646,62
"Arts, entertainment & recreation ",60647,260
"Arts, entertainment & recreation ",60649,10
"Arts, entertainment & recreation ",60651,2
"Arts, entertainment & recreation ",60652,0
"Arts, entertainment & recreation ",60653,0
"Arts, entertainment & recreation ",60655,0
"Arts, entertainment & recreation ",60656,69
"Arts, entertainment & recreation ",60657,731
"Arts, entertainment & recreation ",60659,0
"Arts, entertainment & recreation ",60660,86
"Arts, entertainment & recreation ",60661,95
"Arts, entertainment & recreation ",60666,0
Accommodations & food services ,60601,"5,508"
Accommodations & food services ,60602,"1,401"
Accommodations & food services ,60603,"4,592"
Accommodations & food services ,60604,"1,551"
Accommodations & food services ,60606,"4,669"
Accommodations & food services ,60607,"7,648"
Accommodations & food services ,60608,"2,119"
Accommodations & food services ,60609,781
Accommodations & food services ,60610,"15,760"
Accommodations & food services ,60611,"17,508"
Accommodations & food services ,60612,"1,700"
Accommodations & food services ,60613,"2,229"
Accommodations & food services ,60614,"6,072"
Accommodations & food services ,60615,"1,065"
Accommodations & food services ,60616,"3,776"
Accommodations & food services ,60617,"1,431"
Accommodations & food services ,60618,"2,348"
Accommodations & food services ,60619,474
Accommodations & food services ,60620,843
Accommodations & food services ,60621,153
Accommodations & food services ,60622,"4,634"
Accommodations & food services ,60623,"1,386"
Accommodations & food services ,60624,214
Accommodations & food services ,60625,"1,666"
Accommodations & food services ,60626,899
Accommodations & food services ,60627,0
Accommodations & food services ,60628,600
Accommodations & food services ,60629,"1,019"
Accommodations & food services ,60630,830
Accommodations & food services ,60631,"2,331"
Accommodations & food services ,60632,"1,625"
Accommodations & food services ,60633,104
Accommodations & food services ,60634,"1,038"
Accommodations & food services ,60635,250
Accommodations & food services ,60636,287
Accommodations & food services ,60637,569
Accommodations & food services ,60638,"2,383"
Accommodations & food services ,60639,"1,469"
Accommodations & food services ,60640,"2,015"
Accommodations & food services ,60641,"1,285"
Accommodations & food services ,60643,723
Accommodations & food services ,60644,203
Accommodations & food services ,60645,421
Accommodations & food services ,60646,560
Accommodations & food services ,60647,"4,100"
Accommodations & food services ,60649,205
Accommodations & food services ,60651,281
Accommodations & food services ,60652,520
Accommodations & food services ,60653,259
Accommodations & food services ,60655,259
Accommodations & food services ,60656,404
Accommodations & food services ,60657,"4,979"
Accommodations & food services ,60659,830
Accommodations & food services ,60660,"1,068"
Accommodations & food services ,60661,"2,008"
Accommodations & food services ,60666,"2,565"
Other services (except public admin.) ,60601,"4,026"
Other services (except public admin.) ,60602,733
Other services (except public admin.) ,60603,"2,607"
Other services (except public admin.) ,60604,"2,222"
Other services (except public admin.) ,60606,"4,550"
Other services (except public admin.) ,60607,"4,478"
Other services (except public admin.) ,60608,943
Other services (except public admin.) ,60609,957
Other services (except public admin.) ,60610,"4,746"
Other services (except public admin.) ,60611,"6,309"
Other services (except public admin.) ,60612,841
Other services (except public admin.) ,60613,752
Other services (except public admin.) ,60614,"2,792"
Other services (except public admin.) ,60615,409
Other services (except public admin.) ,60616,"1,096"
Other services (except public admin.) ,60617,292
Other services (except public admin.) ,60618,"1,082"
Other services (except public admin.) ,60619,396
Other services (except public admin.) ,60620,769
Other services (except public admin.) ,60621,147
Other services (except public admin.) ,60622,"1,804"
Other services (except public admin.) ,60623,494
Other services (except public admin.) ,60624,270
Other services (except public admin.) ,60625,601
Other services (except public admin.) ,60626,251
Other services (except public admin.) ,60627,0
Other services (except public admin.) ,60628,209
Other services (except public admin.) ,60629,342
Other services (except public admin.) ,60630,515
Other services (except public admin.) ,60631,425
Other services (except public admin.) ,60632,"1,333"
Other services (except public admin.) ,60633,0
Other services (except public admin.) ,60634,336
Other services (except public admin.) ,60635,124
Other services (except public admin.) ,60636,314
Other services (except public admin.) ,60637,391
Other services (except public admin.) ,60638,755
Other services (except public admin.) ,60639,494
Other services (except public admin.) ,60640,696
Other services (except public admin.) ,60641,587
Other services (except public admin.) ,60643,325
Other services (except public admin.) ,60644,150
Other services (except public admin.) ,60645,409
Other services (except public admin.) ,60646,298
Other services (except public admin.) ,60647,"1,191"
Other services (except public admin.) ,60649,256
Other services (except public admin.) ,60651,207
Other services (except public admin.) ,60652,213
Other services (except public admin.) ,60653,132
Other services (except public admin.) ,60655,215
Other services (except public admin.) ,60656,205
Other services (except public admin.) ,60657,"1,699"
Other services (except public admin.) ,60659,329
Other services (except public admin.) ,60660,421
Other services (except public admin.) ,60661,"1,277"
Other services (except public admin.) ,60666,50
